#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	AV(point)	AV(extend)
191164000000000000.00	2.829	-16.444	5.4446	1.962	-4.5035	0	-5.0712	0	-5.3297	-7.3302	-6.4343	-4.2528	0	-6.5986	-35.9298	0	-5.2697	-10.0261	-35.9298	-35.9298	-35.9298	2.87E+00	2.09E+00
191343000000000000.00	2.829	-16.442	5.4446	1.962	-4.462	0	-5.0798	0	-5.3399	-7.3217	-6.385	-4.2378	0	-6.6147	-35.9298	0	-5.2783	-10.0369	-35.9298	-35.9298	-35.9298	2.89E+00	2.11E+00
191538000000000000.00	2.8306	-16.442	5.4446	1.9612	-4.4078	0	-5.102	0	-5.3569	-7.3147	-6.3211	-4.2217	0	-6.6334	-35.9298	0	-5.3005	-10.0493	-35.9298	-35.9298	-35.9298	2.92E+00	2.13E+00
191705000000000000.00	2.8325	-16.443	5.4446	1.958	-4.3467	0	-5.2496	0	-5.3776	-7.3181	-6.256	-4.2086	0	-6.6509	-35.9298	0	-5.448	-10.0608	-35.9298	-35.9298	-35.9298	2.95E+00	2.15E+00
191821000000000000.00	2.8334	-16.455	5.4373	1.9508	-4.2993	0	-5.2664	0	-5.3903	-7.3233	-6.224	-4.2039	0	-6.6569	-35.9298	0	-5.4636	-10.0624	-35.9298	-35.9298	-35.9298	2.97E+00	2.16E+00
191952000000000000.00	2.8334	-16.454	5.4373	1.9503	-4.2586	0	-5.2762	0	-5.3999	-7.3183	-6.1858	-4.1925	0	-6.6688	-35.9298	0	-5.4734	-10.0704	-35.9298	-35.9298	-35.9298	2.99E+00	2.18E+00
192099000000000000.00	2.8354	-16.452	5.4373	1.9503	-4.212	0	-5.2903	0	-5.4109	-7.3079	-6.1398	-4.18	0	-6.6822	-35.9298	0	-5.4875	-10.0794	-35.9298	-35.9298	-35.9298	3.01E+00	2.20E+00
192243000000000000.00	2.8403	-16.452	5.4373	1.9498	-4.1598	0	-5.3105	0	-5.4276	-7.306	-6.0871	-4.1691	0	-6.6961	-35.9298	0	-5.5067	-10.0889	-35.9298	-35.9298	-35.9298	3.03E+00	2.21E+00
192370000000000000.00	2.8415	-16.454	5.4353	1.9473	-4.1062	0	-5.3384	0	-5.4495	-7.3126	-6.0476	-4.1595	0	-6.707	-35.9298	0	-5.5345	-10.0953	-35.9298	-35.9298	-35.9298	3.05E+00	2.23E+00
192484000000000000.00	2.8435	-16.457	5.4334	1.9453	-4.0571	0	-5.3521	0	-5.4609	-7.3118	-6.0125	-4.1511	0	-6.7162	-35.9298	0	-5.5482	-10.1008	-35.9298	-35.9298	-35.9298	3.07E+00	2.24E+00
192594000000000000.00	2.8452	-16.459	5.4316	1.9436	-4.0112	0	-5.3631	0	-5.4701	-7.3101	-5.9811	-4.1433	0	-6.7248	-35.9298	0	-5.5579	-10.1062	-35.9298	-35.9298	-35.9298	3.09E+00	2.25E+00
192709000000000000.00	2.8473	-16.469	5.4262	1.9377	-3.9693	0	-5.364	0	-5.4718	-7.3082	-5.9593	-4.1408	0	-6.7298	-35.9298	0	-5.5588	-10.1079	-35.9298	-35.9298	-35.9298	3.10E+00	2.26E+00
192850000000000000.00	2.8473	-16.467	5.4262	1.9377	-3.9167	-0.0001	-5.3698	0	-5.4786	-7.3012	-5.9244	-4.1285	0	-6.7415	-35.9298	0	-5.5646	-10.1161	-35.9298	-35.9298	-35.9298	3.13E+00	2.28E+00
192974000000000000.00	2.8496	-16.466	5.4262	1.9377	-3.8512	-0.0001	-5.381	0	-5.4874	-7.2934	-5.8824	-4.117	0	-6.7531	-35.9298	0	-5.5758	-10.124	-35.9298	-35.9298	-35.9298	3.14E+00	2.29E+00
193063000000000000.00	2.851	-16.478	5.4197	1.9312	-3.7978	-0.0001	-5.3909	0	-5.4956	-7.2997	-5.8654	-4.1155	0	-6.756	-35.9298	0	-5.5844	-10.1239	-35.9298	-35.9298	-35.9298	3.16E+00	2.30E+00
193150000000000000.00	2.851	-16.476	5.4197	1.9312	-3.752	-0.0001	-5.3963	0	-5.5011	-7.296	-5.8417	-4.1072	0	-6.7636	-35.9298	0	-5.5898	-10.1292	-35.9298	-35.9298	-35.9298	3.17E+00	2.31E+00
193237000000000000.00	2.851	-16.476	5.4197	1.9307	-3.7056	-0.0001	-5.4047	0	-5.5081	-7.2936	-5.8177	-4.0994	0	-6.7712	-35.9298	0	-5.5982	-10.1344	-35.9298	-35.9298	-35.9298	3.18E+00	2.32E+00
193322000000000000.00	2.8528	-16.475	5.4197	1.9307	-3.6584	-0.0001	-5.4139	0	-5.5151	-7.2904	-5.7915	-4.0924	0	-6.7787	-35.9298	0	-5.6074	-10.1396	-35.9298	-35.9298	-35.9298	3.20E+00	2.33E+00
193405000000000000.00	2.8548	-16.475	5.4197	1.9307	-3.6105	-0.0001	-5.4222	0	-5.5222	-7.2888	-5.7652	-4.0857	0	-6.7861	-35.9298	0	-5.6157	-10.1447	-35.9298	-35.9298	-35.9298	3.21E+00	2.34E+00
193485000000000000.00	2.8569	-16.474	5.4197	1.9307	-3.5626	-0.0001	-5.4303	0	-5.5293	-7.2879	-5.7394	-4.0793	0	-6.7931	-35.9298	0	-5.6239	-10.1495	-35.9298	-35.9298	-35.9298	3.22E+00	2.35E+00
193561000000000000.00	2.8585	-16.483	5.4151	1.9256	-3.5206	-0.0001	-5.4377	0	-5.5354	-7.2931	-5.7273	-4.0791	0	-6.7954	-35.9298	0	-5.6299	-10.1497	-35.9298	-35.9298	-35.9298	3.23E+00	2.36E+00
193653000000000000.00	2.8585	-16.483	5.4151	1.9256	-3.4738	-0.0001	-5.4427	0	-5.5409	-7.2913	-5.7053	-4.0712	0	-6.8028	-35.9298	0	-5.6349	-10.1548	-35.9298	-35.9298	-35.9298	3.25E+00	2.37E+00
193743000000000000.00	2.8585	-16.482	5.4151	1.9256	-3.4163	-0.0002	-5.4496	0	-5.5472	-7.2886	-5.68	-4.0627	0	-6.8105	-35.9298	0	-5.6418	-10.1602	-35.9298	-35.9298	-35.9298	3.26E+00	2.38E+00
193816000000000000.00	2.8585	-16.482	5.4151	1.9256	-3.3589	-0.0002	-5.4568	0	-5.5534	-7.2866	-5.6563	-4.055	0	-6.8172	-35.9298	0	-5.649	-10.1649	-35.9298	-35.9298	-35.9298	3.27E+00	2.38E+00
193875000000000000.00	2.8585	-16.481	5.4151	1.9256	-3.3113	-0.0002	-5.4638	0	-5.5592	-7.2856	-5.6368	-4.0488	0	-6.8227	-35.9298	0	-5.656	-10.1686	-35.9298	-35.9298	-35.9298	3.28E+00	2.39E+00
193932000000000000.00	2.8606	-16.481	5.4151	1.9256	-3.2727	-0.0002	-5.4727	0	-5.5658	-7.2857	-5.6161	-4.0446	0	-6.8276	-35.9298	0	-5.6649	-10.172	-35.9298	-35.9298	-35.9298	3.29E+00	2.40E+00
193999000000000000.00	2.8606	-16.481	5.4151	1.9252	-3.2341	-0.0003	-5.4799	0	-5.5727	-7.2873	-5.5984	-4.0391	0	-6.8331	-35.9298	0	-5.6721	-10.1757	-35.9298	-35.9298	-35.9298	3.30E+00	2.40E+00
194077000000000000.00	2.8628	-16.481	5.4151	1.9252	-3.1897	-0.0003	-5.4893	0	-5.5796	-7.2848	-5.5732	-4.0335	0	-6.8395	-35.9298	0	-5.6815	-10.1801	-35.9298	-35.9298	-35.9298	3.31E+00	2.41E+00
194158000000000000.00	2.8618	-16.492	5.4095	1.9196	-3.1433	-0.0003	-5.4968	0	-5.5856	-7.2895	-5.5654	-4.0323	0	-6.8409	-35.9298	0	-5.6878	-10.1794	-35.9298	-35.9298	-35.9298	3.32E+00	2.42E+00
194248000000000000.00	2.8618	-16.491	5.4095	1.9196	-3.0901	-0.0004	-5.5026	0	-5.5914	-7.2866	-5.5404	-4.0242	0	-6.848	-35.9298	0	-5.6937	-10.1845	-35.9298	-35.9298	-35.9298	3.33E+00	2.43E+00
194326000000000000.00	2.8618	-16.491	5.4095	1.9196	-3.032	-0.0004	-5.5098	0	-5.5976	-7.2835	-5.5134	-4.0161	0	-6.8548	-35.9298	0	-5.7009	-10.1892	-35.9298	-35.9298	-35.9298	3.34E+00	2.44E+00
194389000000000000.00	2.8618	-16.49	5.4095	1.9196	-2.9819	-0.0005	-5.517	0	-5.6036	-7.2815	-5.4898	-4.0093	0	-6.8603	-35.9298	0	-5.7081	-10.1931	-35.9298	-35.9298	-35.9298	3.35E+00	2.44E+00
194446000000000000.00	2.8618	-16.49	5.4095	1.9191	-2.942	-0.0005	-5.525	0	-5.6104	-7.2825	-5.4697	-4.0039	0	-6.8653	-35.9298	0	-5.7161	-10.1964	-35.9298	-35.9298	-35.9298	3.36E+00	2.45E+00
194511000000000000.00	2.8618	-16.49	5.4095	1.9191	-2.9056	-0.0005	-5.531	0	-5.616	-7.2809	-5.4501	-3.9981	0	-6.8704	-35.9298	0	-5.7221	-10.2	-35.9298	-35.9298	-35.9298	3.37E+00	2.46E+00
194592000000000000.00	2.8618	-16.49	5.4095	1.9191	-2.8649	-0.0006	-5.539	0	-5.6223	-7.2796	-5.4268	-3.991	0	-6.8766	-35.9298	0	-5.7301	-10.2044	-35.9298	-35.9298	-35.9298	3.38E+00	2.47E+00
194683000000000000.00	2.8638	-16.49	5.4095	1.9191	-2.8171	-0.0007	-5.5499	0	-5.6305	-7.2777	-5.3931	-3.9839	0	-6.8839	-35.9298	0	-5.741	-10.2094	-35.9298	-35.9298	-35.9298	3.40E+00	2.48E+00
194770000000000000.00	2.8638	-16.49	5.4095	1.9191	-2.7651	-0.0007	-5.5569	0	-5.6378	-7.2776	-5.3622	-3.9753	0	-6.891	-35.9298	0	-5.748	-10.2144	-35.9298	-35.9298	-35.9298	3.41E+00	2.48E+00
194847000000000000.00	2.8656	-16.49	5.4095	1.9191	-2.7178	-0.0008	-5.5679	0	-5.6464	-7.2769	-5.3272	-3.9683	-0.0001	-6.8976	-35.9298	0	-5.759	-10.219	-35.9298	-35.9298	-35.9298	3.42E+00	2.49E+00
194921000000000000.00	2.8656	-16.491	5.4095	1.9186	-2.6765	-0.0009	-5.5763	0	-5.6547	-7.2794	-5.2998	-3.9612	-0.0001	-6.9038	-35.9298	0	-5.7674	-10.2233	-35.9298	-35.9298	-35.9298	3.43E+00	2.50E+00
195004000000000000.00	2.8656	-16.491	5.4095	1.9186	-2.6377	-0.001	-5.5837	0	-5.6616	-7.2791	-5.2727	-3.9536	-0.0001	-6.9103	-35.9298	0	-5.7749	-10.2278	-35.9298	-35.9298	-35.9298	3.44E+00	2.51E+00
195100000000000000.00	2.8656	-16.491	5.4095	1.9186	-2.5964	-0.0011	-5.5921	0	-5.6693	-7.2785	-5.242	-3.9448	-0.0001	-6.9177	-35.9298	0	-5.7833	-10.233	-35.9298	-35.9298	-35.9298	3.46E+00	2.52E+00
195206000000000000.00	2.8656	-16.491	5.4095	1.9186	-2.5505	-0.0012	-5.6014	0	-5.678	-7.278	-5.2067	-3.9348	-0.0001	-6.9259	-35.9298	0	-5.7926	-10.2389	-35.9298	-35.9298	-35.9298	3.47E+00	2.53E+00
195312000000000000.00	2.8656	-16.491	5.4095	1.9186	-2.5025	-0.0014	-5.6113	0	-5.6873	-7.2779	-5.1688	-3.9242	-0.0001	-6.9344	-35.9298	0	-5.8025	-10.2448	-35.9298	-35.9298	-35.9298	3.49E+00	2.54E+00
195413000000000000.00	2.8656	-16.492	5.4095	1.9186	-2.4569	-0.0015	-5.6215	0	-5.6968	-7.2782	-5.1313	-3.9138	-0.0001	-6.9426	-35.9298	0	-5.8127	-10.2506	-35.9298	-35.9298	-35.9298	3.50E+00	2.55E+00
195515000000000000.00	2.8656	-16.492	5.4095	1.9181	-2.4149	-0.0017	-5.6346	0	-5.7085	-7.2812	-5.0949	-3.904	-0.0001	-6.9508	-35.9298	0	-5.8258	-10.2563	-35.9298	-35.9298	-35.9298	3.52E+00	2.56E+00
195625000000000000.00	2.8656	-16.492	5.4095	1.9181	-2.3744	-0.0018	-5.6454	0	-5.7185	-7.2808	-5.0582	-3.8932	-0.0001	-6.9593	-35.9298	0	-5.8366	-10.2623	-35.9298	-35.9298	-35.9298	3.53E+00	2.58E+00
195749000000000000.00	2.8656	-16.493	5.4095	1.9181	-2.332	-0.002	-5.6572	0	-5.7294	-7.2803	-5.0179	-3.881	-0.0001	-6.9687	-35.9298	0	-5.8484	-10.2689	-35.9298	-35.9298	-35.9298	3.55E+00	2.59E+00
195882000000000000.00	2.8656	-16.493	5.4095	1.9181	-2.2867	-0.0023	-5.6699	0	-5.7414	-7.28	-4.9735	-3.8675	-0.0001	-6.9789	-35.9298	0	-5.8611	-10.2762	-35.9298	-35.9298	-35.9298	3.57E+00	2.60E+00
196016000000000000.00	2.8656	-16.494	5.4095	1.9181	-2.2399	-0.0025	-5.6838	0	-5.7541	-7.2796	-4.9265	-3.8534	-0.0001	-6.9894	-35.9298	0	-5.8751	-10.2836	-35.9298	-35.9298	-35.9298	3.59E+00	2.62E+00
196148000000000000.00	2.8656	-16.495	5.4095	1.9176	-2.1947	-0.0028	-5.7007	0	-5.7698	-7.2836	-4.8793	-3.8395	-0.0001	-6.9998	-35.9298	0	-5.8921	-10.2909	-35.9298	-35.9298	-35.9298	3.61E+00	2.63E+00
196280000000000000.00	2.8656	-16.496	5.4095	1.9176	-2.1517	-0.0031	-5.7135	0	-5.7827	-7.2856	-4.8335	-3.8255	-0.0001	-7.0101	-35.9298	0	-5.9049	-10.2981	-35.9298	-35.9298	-35.9298	3.63E+00	2.64E+00
196421000000000000.00	2.8656	-16.497	5.4095	1.9176	-2.1096	-0.0034	-5.7276	0	-5.7963	-7.287	-4.7864	-3.8107	-0.0001	-7.0208	-35.9298	0	-5.919	-10.3057	-35.9298	-35.9298	-35.9298	3.65E+00	2.66E+00
196574000000000000.00	2.8656	-16.498	5.4095	1.9176	-2.0662	-0.0037	-5.7419	0	-5.8109	-7.2897	-4.7364	-3.7947	-0.0001	-7.0322	-35.9298	0	-5.9334	-10.3138	-35.9298	-35.9298	-35.9298	3.67E+00	2.68E+00
196735000000000000.00	2.8631	-16.499	5.4095	1.9176	-2.0195	-0.0042	-5.7639	0	-5.8304	-7.2947	-4.6942	-3.7762	-0.0001	-7.0444	-35.9298	0	-5.9554	-10.3223	-35.9298	-35.9298	-35.9298	3.69E+00	2.69E+00
196892000000000000.00	2.863	-16.488	5.416	1.9236	-1.9657	-0.0047	-5.8114	0	-5.8714	-7.3125	-4.6224	-3.7499	-0.0001	-7.0634	-35.9298	0	-6.0039	-10.3371	-35.9298	-35.9298	-35.9298	3.72E+00	2.71E+00
197014000000000000.00	2.863	-16.489	5.416	1.9236	-1.9211	-0.0052	-5.8203	0	-5.8845	-7.317	-4.5703	-3.7332	-0.0001	-7.0735	-35.9298	0	-6.0129	-10.3443	-35.9298	-35.9298	-35.9298	3.73E+00	2.72E+00
197138000000000000.00	2.863	-16.491	5.416	1.9236	-1.8868	-0.0057	-5.831	0	-5.897	-7.3201	-4.5275	-3.7185	-0.0001	-7.0829	-35.9298	-0.0001	-6.0236	-10.351	-35.9298	-35.9298	-35.9298	3.75E+00	2.74E+00
197300000000000000.00	2.8605	-16.492	5.416	1.9236	-1.8504	-0.0062	-5.8494	0	-5.9142	-7.324	-4.4927	-3.7006	-0.0001	-7.0943	-35.9298	-0.0001	-6.0421	-10.359	-35.9298	-35.9298	-35.9298	3.77E+00	2.75E+00
197501000000000000.00	2.8579	-16.482	5.422	1.9292	-1.798	-0.007	-5.8947	0	-5.9553	-7.3422	-4.4313	-3.6706	-0.0001	-7.1149	-35.9298	-0.0001	-6.0886	-10.3749	-35.9298	-35.9298	-35.9298	3.80E+00	2.78E+00
197661000000000000.00	2.8579	-16.485	5.422	1.9292	-1.745	-0.0079	-5.9031	0	-5.972	-7.3504	-4.3648	-3.6476	-0.0001	-7.1277	-35.9298	-0.0001	-6.097	-10.384	-35.9298	-35.9298	-35.9298	3.83E+00	2.79E+00
197800000000000000.00	2.8526	-16.487	5.422	1.9292	-1.7005	-0.0087	-5.9269	0	-5.9945	-7.3588	-4.3385	-3.627	-0.0001	-7.1386	-35.9298	-0.0001	-6.121	-10.3916	-35.9298	-35.9298	-35.9298	3.85E+00	2.81E+00
197943000000000000.00	2.8502	-16.476	5.429	1.9357	-1.6555	-0.0097	-5.9603	0	-6.0285	-7.3748	-4.2846	-3.5986	-0.0001	-7.1561	-35.9298	-0.0001	-6.1558	-10.4056	-35.9298	-35.9298	-35.9298	3.87E+00	2.82E+00
198070000000000000.00	2.8502	-16.478	5.429	1.9357	-1.6186	-0.0106	-5.9674	0	-6.0424	-7.3816	-4.2363	-3.5806	-0.0001	-7.1658	-35.9298	-0.0001	-6.163	-10.4124	-35.9298	-35.9298	-35.9298	3.89E+00	2.84E+00
198226000000000000.00	2.8455	-16.472	5.4338	1.9405	-1.5778	-0.0116	-5.997	0	-6.0728	-7.3972	-4.2021	-3.5541	-0.0002	-7.1815	-35.9298	-0.0001	-6.1927	-10.4248	-35.9298	-35.9298	-35.9298	3.91E+00	2.85E+00
198382000000000000.00	2.8455	-16.475	5.4338	1.9405	-1.5381	-0.0128	-6.0052	0	-6.0891	-7.4052	-4.1479	-3.5326	-0.0002	-7.1928	-35.9298	-0.0001	-6.201	-10.4328	-35.9298	-35.9298	-35.9298	3.94E+00	2.87E+00
198561000000000000.00	2.8422	-16.471	5.4378	1.9445	-1.4926	-0.0142	-6.0466	0	-6.1312	-7.4306	-4.099	-3.5026	-0.0002	-7.2098	-35.9298	-0.0001	-6.2448	-10.4452	-35.9298	-35.9298	-35.9298	3.97E+00	2.89E+00
198727000000000000.00	2.8364	-16.466	5.4423	1.9485	-1.4405	-0.016	-6.0768	0	-6.167	-7.4523	-4.0584	-3.4709	-0.0002	-7.2264	-35.9298	-0.0001	-6.2753	-10.4579	-35.9298	-35.9298	-35.9298	3.99E+00	2.91E+00
198863000000000000.00	2.8341	-16.461	5.4474	1.9537	-1.3934	-0.0179	-6.0992	0	-6.1984	-7.4713	-4.0027	-3.4401	-0.0002	-7.2417	-35.9298	-0.0001	-6.2995	-10.4696	-35.9298	-35.9298	-35.9298	4.01E+00	2.93E+00
198982000000000000.00	2.8303	-16.456	5.4522	1.9584	-1.3529	-0.0197	-6.1197	0	-6.2262	-7.4892	-3.9661	-3.4133	-0.0002	-7.255	-35.9298	-0.0001	-6.3206	-10.48	-35.9298	-35.9298	-35.9298	4.03E+00	2.94E+00
199104000000000000.00	2.827	-16.451	5.4569	1.9631	-1.3165	-0.0215	-6.1397	0	-6.2528	-7.5049	-3.9304	-3.3873	-0.0002	-7.2681	-35.9298	-0.0001	-6.3422	-10.49	-35.9298	-35.9298	-35.9298	4.05E+00	2.96E+00
199238000000000000.00	2.8229	-16.446	5.4619	1.9682	-1.2787	-0.0235	-6.1609	0	-6.2817	-7.5234	-3.8977	-3.3596	-0.0003	-7.2821	-35.9298	-0.0002	-6.3648	-10.5009	-35.9298	-35.9298	-35.9298	4.07E+00	2.97E+00
199380000000000000.00	2.8173	-16.439	5.4686	1.9748	-1.2356	-0.026	-6.1853	0	-6.3154	-7.5462	-3.865	-3.3277	-0.0003	-7.2981	-35.9298	-0.0002	-6.3909	-10.5135	-35.9298	-35.9298	-35.9298	4.10E+00	2.99E+00
199512000000000000.00	2.8109	-16.431	5.4764	1.9822	-1.1891	-0.0291	-6.2116	0	-6.3519	-7.5723	-3.8339	-3.2939	-0.0003	-7.3146	-35.9298	-0.0002	-6.4192	-10.5264	-35.9298	-35.9298	-35.9298	4.12E+00	3.00E+00
199625000000000000.00	2.8052	-16.424	5.4834	1.9892	-1.1464	-0.0322	-6.234	0	-6.3853	-7.5969	-3.8044	-3.2624	-0.0003	-7.329	-35.9298	-0.0002	-6.4429	-10.5378	-35.9298	-35.9298	-35.9298	4.14E+00	3.02E+00
199728000000000000.00	2.7995	-16.417	5.4904	1.9962	-1.1084	-0.0352	-6.2562	0	-6.4166	-7.6206	-3.7816	-3.2335	-0.0003	-7.3425	-35.9298	-0.0002	-6.467	-10.5484	-35.9298	-35.9298	-35.9298	4.16E+00	3.03E+00
199834000000000000.00	2.7934	-16.41	5.498	2.0038	-1.0717	-0.0385	-6.2785	0	-6.4482	-7.6448	-3.7629	-3.2045	-0.0004	-7.3563	-35.9298	-0.0002	-6.4915	-10.5593	-35.9298	-35.9298	-35.9298	4.18E+00	3.05E+00
199942000000000000.00	2.7861	-16.395	5.5108	2.0166	-1.0292	-0.0426	-6.3053	0	-6.4883	-7.677	-3.7379	-3.167	-0.0004	-7.3748	-35.9298	-0.0002	-6.5208	-10.5748	-35.9298	-35.9298	-35.9298	4.20E+00	3.06E+00
200033000000000000.00	2.7769	-16.391	5.5176	2.0234	-0.9904	-0.0468	-6.3287	0	-6.5182	-7.7002	-3.7411	-3.1396	-0.0004	-7.3865	-35.9298	-0.0002	-6.5475	-10.5835	-35.9298	-35.9298	-35.9298	4.21E+00	3.07E+00
200124000000000000.00	2.7718	-16.379	5.5289	2.0347	-0.9541	-0.0512	-6.3548	0	-6.5554	-7.7284	-3.7128	-3.1056	-0.0004	-7.4023	-35.9298	-0.0002	-6.5758	-10.5965	-35.9298	-35.9298	-35.9298	4.23E+00	3.08E+00
200212000000000000.00	2.761	-16.373	5.5378	2.0431	-0.9173	-0.056	-6.3858	0	-6.5883	-7.7523	-3.7269	-3.0767	-0.0005	-7.415	-35.9298	-0.0002	-6.6097	-10.6064	-35.9298	-35.9298	-35.9298	4.25E+00	3.10E+00
200300000000000000.00	2.7549	-16.361	5.5503	2.0556	-0.8804	-0.0613	-6.4122	0	-6.6275	-7.7864	-3.7038	-3.0406	-0.0005	-7.4311	-35.9298	-0.0002	-6.6408	-10.6191	-35.9298	-35.9298	-35.9298	4.26E+00	3.11E+00
200382000000000000.00	2.7427	-16.355	5.5606	2.066	-0.843	-0.0673	-6.4488	0	-6.6628	-7.8099	-3.7265	-3.0088	-0.0005	-7.4441	-35.9298	-0.0002	-6.6813	-10.629	-35.9298	-35.9298	-35.9298	4.28E+00	3.12E+00
200461000000000000.00	2.7324	-16.345	5.5735	2.0788	-0.8063	-0.0738	-6.4871	0	-6.7022	-7.8379	-3.734	-2.9729	-0.0006	-7.4589	-35.9298	-0.0002	-6.7247	-10.6406	-35.9298	-35.9298	-35.9298	4.30E+00	3.13E+00
200534000000000000.00	2.7228	-16.336	5.5863	2.0917	-0.771	-0.0806	-6.5235	0	-6.7408	-7.8662	-3.7393	-2.937	-0.0006	-7.4731	-35.9298	-0.0001	-6.7661	-10.6515	-35.9298	-35.9298	-35.9298	4.31E+00	3.15E+00
200603000000000000.00	2.713	-16.328	5.5994	2.1043	-0.7374	-0.0878	-6.5617	0	-6.78	-7.8978	-3.7466	-2.9009	-0.0006	-7.487	-35.9298	-0.0001	-6.8087	-10.6624	-35.9298	-35.9298	-35.9298	4.33E+00	3.16E+00
200671000000000000.00	2.6971	-16.314	5.6181	2.1231	-0.6993	-0.0968	-6.614	0	-6.8266	-7.9316	-3.7834	-2.855	-0.0007	-7.5047	-35.9298	-0.0001	-6.8662	-10.677	-35.9298	-35.9298	-35.9298	4.34E+00	3.17E+00
200726000000000000.00	2.6876	-16.307	5.6322	2.1372	-0.6672	-0.1052	-6.6566	0	-6.8654	-7.9592	-3.7896	-2.8169	-0.0008	-7.5176	-35.9298	-0.0001	-6.916	-10.6864	-35.9298	-35.9298	-35.9298	4.36E+00	3.18E+00
200780000000000000.00	2.6683	-16.298	5.6508	2.1557	-0.6342	-0.1147	-6.7162	0	-6.9087	-7.9889	-3.8495	-2.7699	-0.0008	-7.5335	-35.9298	-0.0001	-6.9837	-10.6987	-35.9298	-35.9298	-35.9298	4.37E+00	3.19E+00
200816000000000000.00	2.6448	-16.278	5.6792	2.1837	-0.5957	-0.1271	-6.7953	0	-6.9645	-8.0248	-3.91	-2.7052	-0.0009	-7.5553	-35.9298	-0.0001	-7.073	-10.7166	-35.9298	-35.9298	-35.9298	4.38E+00	3.20E+00
200836000000000000.00	2.6381	-16.269	5.6932	2.1977	-0.5748	-0.1344	-6.832	0	-6.9947	-8.0472	-3.9083	-2.6736	-0.001	-7.5656	-35.9298	-0.0001	-7.1166	-10.7243	-35.9298	-35.9298	-35.9298	4.39E+00	3.20E+00
200861000000000000.00	2.6277	-16.265	5.7035	2.2075	-0.5609	-0.1396	-6.8599	0	-7.0163	-8.066	-3.9334	-2.6472	-0.0011	-7.5741	-35.9298	-0.0001	-7.1475	-10.7314	-35.9298	-35.9298	-35.9298	4.39E+00	3.20E+00
200892000000000000.00	2.6875	-16.153	5.7555	2.2595	-0.5317	-0.1512	-6.7287	0	-7.0988	-8.2434	-3.4731	-2.5913	-0.0013	-7.6186	-35.9298	-0.0002	-6.9968	-10.7808	-35.9298	-35.9298	-35.9298	4.40E+00	3.21E+00
200923000000000000.00	2.443	-16.327	5.7752	2.2791	-0.4959	-0.167	-7.1313	0	-7.1403	-8.1781	-4.2284	-2.4094	-0.0018	-7.6301	-35.9298	0	-7.5146	-10.7559	-35.9298	-35.9298	-35.9298	4.41E+00	3.22E+00
200954000000000000.00	2.6901	-16.082	5.8143	2.3178	-0.4785	-0.1754	-6.7349	0	-7.2057	-8.3975	-3.3142	-2.4895	-0.0017	-7.6639	-35.9298	-0.0003	-7.0038	-10.8237	-35.9298	-35.9298	-35.9298	4.42E+00	3.23E+00
200985000000000000.00	2.4054	-16.15	5.9573	2.4593	-0.396	-0.2232	-7.3561	0	-7.4024	-8.4549	-3.9439	-2.1151	-0.0035	-7.7694	-35.9298	0	-7.7784	-10.8832	-35.9298	-35.9298	-35.9298	4.44E+00	3.24E+00
200991000000000000.00	2.3565	-16.134	6.0131	2.514	-0.3624	-0.2473	-7.4543	0	-7.491	-8.4996	-3.8803	-2.0076	-0.0045	-7.8074	-35.9298	0	-7.9113	-10.9098	-35.9298	-35.9298	-35.9298	4.44E+00	3.24E+00
200994000000000000.00	2.3565	-16.138	6.0131	2.514	-0.3588	-0.2501	-7.4632	0	-7.4934	-8.4984	-3.8783	-2.0062	-0.0045	-7.806	-35.9298	0	-7.9209	-10.908	-35.9298	-35.9298	-35.9298	4.45E+00	3.24E+00
200997000000000000.00	2.3532	-16.136	6.018	2.5189	-0.3556	-0.2526	-7.4726	0	-7.5026	-8.5016	-3.8713	-1.997	-0.0046	-7.8094	-35.9298	-0.0001	-7.9338	-10.9102	-35.9298	-35.9298	-35.9298	4.45E+00	3.24E+00
201000000000000000.00	2.3494	-16.135	6.0227	2.5236	-0.3524	-0.2551	-7.4824	0	-7.5112	-8.5046	-3.865	-1.9879	-0.0047	-7.8127	-35.9298	-0.0001	-7.9475	-10.9121	-35.9298	-35.9298	-35.9298	4.45E+00	3.25E+00
201003000000000000.00	2.3455	-16.134	6.0273	2.5283	-0.3493	-0.2576	-7.4921	0	-7.5198	-8.5064	-3.8586	-1.9788	-0.0048	-7.816	-35.9298	-0.0001	-7.9611	-10.9141	-35.9298	-35.9298	-35.9298	4.45E+00	3.25E+00
201006000000000000.00	2.3418	-16.133	6.0318	2.5323	-0.3463	-0.26	-7.5046	0	-7.5282	-8.5059	-3.8523	-1.97	-0.0049	-7.8191	-35.9298	-0.0001	-7.9743	-10.9167	-35.9298	-35.9298	-35.9298	4.45E+00	3.25E+00
201009000000000000.00	2.3389	-16.137	6.0318	2.5323	-0.3446	-0.2614	-7.51	0	-7.5302	-8.5064	-3.8527	-1.9681	-0.0049	-7.8187	-35.9298	-0.0001	-7.9836	-10.915	-35.9298	-35.9298	-35.9298	4.46E+00	3.25E+00
