#
# RATE05 - February 17 2006 - non-dipole - www.udfa.net
#
# REFERENCE: 
# Woodall, Ag\'undez, Markwick-Kemper, Millar, 2006, A\&A submitted.
#
# We strongly recommend you read the paper before attempting implementation of this data.
#
# *** NOTE: Exercise caution with use of the rate coefficients of the following reactions ***
# *** You need to do something about them, otherwise at 10 K you will get garbage results ***
# 93,172,267,283,289,311,314,353,355,379,421,433,445,448,450,459,468,490,492,493,495,503,
# 504,522,535,542,660,2938,2940,3527-8,3530-1,3546,3547,3549,3550,3552,3553,3575-3580,4001,4002,
# 4007,4008,4105,4109,4133,4551,4578,4586,4588,4589,4590,4594,4597,4598
#
# FORMAT:
# ix,reactant1,reactant2,reactant3,product1,product2,product3,product4,alpha,beta,gamma,clem,tmin,tmax,accuracy,source
#
1366,C,C7H+,,C8+,H,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
1367,C+,C7H2,,C8+,H2,,,1.20E-09,0.00,0.0,L,10,41000,C,HL89
1368,C,C7H2+,,C8+,H2,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1369,C+,C7H2,,C8H+,H,,,1.20E-09,0.00,0.0,L,10,41000,C,HL89
1370,C,C7H2+,,C8H+,H,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1371,C,C7H3+,,C8H+,H2,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1372,C,C7H3+,,C8H2+,H,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1373,C+,C7H4,,C7H3+,CH,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
1374,C+,C7H4,,C8H2+,H2,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
1375,C+,CH3C5N,,C6H3+,CN,,,5.00E-09,0.00,0.0,L,10,41000,C,HL89
1376,C,CH3C5NH+,,H3C7N+,H,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
1377,C+,C8H,,C9+,H,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
1378,C+,C8H2,,C9+,H2,,,1.20E-09,0.00,0.0,L,10,41000,C,HL89
1379,C,C8H2+,,C9+,H2,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1380,C+,C8H2,,C9H+,H,,,1.20E-09,0.00,0.0,L,10,41000,C,HL89
1381,C,C8H2+,,C9H+,H,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1382,C+,HC7N,,C7H+,CN,,,6.00E-09,0.00,0.0,L,10,41000,C,HL89
1383,C,C8H3+,,C9H+,H2,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1384,C,C8H3+,,C9H2+,H,,,5.00E-10,0.00,0.0,L,10,300,C,HL89
1385,C+,C9H,,C10+,H,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
1386,C,C9H+,,C10+,H,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
1387,C+,C9H2,,C10+,H2,,,2.40E-09,0.00,0.0,L,10,41000,C,HL89
1388,C,C9H2+,,C10+,H2,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
1389,C+,CH3C7N,,C8H3+,CN,,,5.00E-09,0.00,0.0,L,10,41000,C,HL89
1390,C,CH3C7NH+,,H3C9N+,H,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
1391,C+,HC9N,,C9H+,CN,,,6.00E-09,0.00,0.0,L,10,41000,C,HL89
1392,CH+,CH,,C2+,H2,,,7.40E-10,0.00,0.0,L,10,41000,C,
1393,CH+,N,,CN+,H,,,1.90E-10,0.00,0.0,M,10,41000,A,8008
1394,CH,N+,,CN+,H,,,3.60E-10,0.00,0.0,L,10,41000,C,
1395,CH+,CH2,,C2H+,H2,,,1.00E-09,0.00,0.0,L,10,41000,C,
1396,CH,NH+,,CH2+,N,,,9.90E-10,0.00,0.0,L,10,41000,C,
1397,CH+,NH,,CN+,H2,,,7.60E-10,0.00,0.0,L,10,41000,C,
1398,CH,CH3+,,C2H2+,H2,,,7.10E-10,0.00,0.0,L,10,41000,C,
1399,CH+,O,,CO+,H,,,3.50E-10,0.00,0.0,M,10,41000,A,8008
1400,CH,O+,,CO+,H,,,3.50E-10,0.00,0.0,L,10,41000,C,
1401,CH+,NH2,,HCN+,H2,,,1.10E-09,0.00,0.0,L,10,41000,C,
1402,CH,NH2+,,NH,CH2+,,,3.50E-10,0.00,0.0,L,10,41000,C,
1403,CH+,CH4,,C2H4+,H,,,6.50E-11,0.00,0.0,M,10,41000,A,7705
1404,CH+,CH4,,C2H2+,H2,H,,1.43E-10,0.00,0.0,M,10,41000,A,7705
1405,CH+,CH4,,C2H3+,H2,,,1.09E-09,0.00,0.0,M,10,41000,A,7705
1406,CH,OH+,,O,CH2+,,,3.50E-10,0.00,0.0,L,10,41000,C,
1407,CH+,OH,,CO+,H2,,,7.50E-10,0.00,0.0,L,10,41000,C,
1408,CH+,NH3,,NH4+,C,,,4.05E-10,0.00,0.0,M,10,41000,A,7707
1409,CH,NH3+,,NH4+,C,,,6.90E-10,0.00,0.0,L,10,41000,C,
1410,CH+,NH3,,H2NC+,H2,,,1.84E-09,0.00,0.0,M,10,41000,A,7707
1411,CH,CH5+,,CH4,CH2+,,,6.90E-10,0.00,0.0,L,10,41000,C,
1412,CH+,H2O,,H3O+,C,,,5.80E-10,0.00,0.0,M,10,41000,A,7705
1413,CH,H2O+,,OH,CH2+,,,3.40E-10,0.00,0.0,L,10,41000,C,
1414,CH+,H2O,,H2CO+,H,,,5.80E-10,0.00,0.0,M,10,41000,A,7705
1415,CH+,H2O,,HCO+,H2,,,2.90E-09,0.00,0.0,M,10,41000,A,7705
1416,CH,H3O+,,H2O,CH2+,,,6.80E-10,0.00,0.0,L,10,41000,C,
1417,CH+,C2,,C3+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,
1418,CH,C2+,,C3+,H,,,3.20E-10,0.00,0.0,L,10,41000,C,
1419,CH,C2H+,,C3H+,H,,,3.20E-10,0.00,0.0,L,10,41000,C,
1420,CH+,C2H,,C3+,H2,,,9.80E-10,0.00,0.0,L,10,41000,C,
1421,CH,C2H+,,C2,CH2+,,,3.20E-10,0.00,0.0,L,10,41000,C,
1422,CH+,CN,,C2N+,H,,,5.50E-10,0.00,0.0,L,10,41000,C,
1423,CH+,CN,,CNC+,H,,,5.50E-10,0.00,0.0,L,10,41000,C,
1424,CH+,C2H2,,C3H2+,H,,,2.40E-09,0.00,0.0,M,10,41000,A,8501
1425,CH,C2H2+,,C3H2+,H,,,6.40E-10,0.00,0.0,L,10,41000,C,
1426,CH+,HCN,,HCNH+,C,,,1.80E-09,0.00,0.0,M,10,41000,A,8501
1427,CH+,HNC,,HCNH+,C,,,1.80E-09,0.00,0.0,L,10,41000,C,
1428,CH,HCN+,,CN,CH2+,,,6.30E-10,0.00,0.0,L,10,41000,C,
1429,CH+,HCN,,C2N+,H2,,,3.60E-10,0.00,0.0,M,10,41000,A,8501
1430,CH+,HCN,,C2NH+,H,,,2.40E-10,0.00,0.0,M,10,41000,A,8501
1431,CH,CO+,,HCO+,C,,,3.20E-10,0.00,0.0,L,10,41000,C,
1432,CH,HCNH+,,HCN,CH2+,,,3.15E-10,0.00,0.0,L,10,41000,C,
1433,CH,HCNH+,,HNC,CH2+,,,3.15E-10,0.00,0.0,L,10,41000,C,
1434,CH,Si+,,SiC+,H,,,6.30E-10,0.00,0.0,L,10,41000,C,HM89
1435,CH+,HCO,,CO,CH2+,,,4.60E-10,0.00,0.0,L,10,41000,C,
1436,CH,HCO+,,CO,CH2+,,,6.30E-10,0.00,0.0,L,10,41000,C,
1437,CH,HN2+,,N2,CH2+,,,6.30E-10,0.00,0.0,L,10,41000,C,
1438,CH,SiH+,,Si,CH2+,,,6.00E-10,0.00,0.0,L,10,41000,C,HM89
1439,CH+,H2CO,,CO,CH3+,,,9.60E-10,0.00,0.0,M,10,41000,A,7803
1440,CH+,H2CO,,H3CO+,C,,,9.60E-10,0.00,0.0,M,10,41000,A,7803
1441,CH+,H2CO,,HCO+,CH2,,,9.60E-10,0.00,0.0,M,10,41000,A,7803
1442,CH+,H2CO,,CH2CO+,H,,,3.20E-10,0.00,0.0,M,10,41000,A,7803
1443,CH,H2CO+,,HCO,CH2+,,,3.10E-10,0.00,0.0,L,10,41000,C,
1444,CH,HNO+,,NO,CH2+,,,6.20E-10,0.00,0.0,L,10,41000,C,
1445,CH,H3CO+,,H2CO,CH2+,,,6.20E-10,0.00,0.0,L,10,41000,C,
1446,CH+,O2,,CO+,OH,,,1.00E-11,0.00,0.0,M,10,41000,A,7705
1447,CH+,O2,,HCO+,O,,,9.70E-10,0.00,0.0,M,10,41000,A,7705
1448,CH+,O2,,HCO,O+,,,1.00E-11,0.00,0.0,M,10,41000,A,7705
1449,CH,O2+,,HCO+,O,,,3.10E-10,0.00,0.0,L,10,41000,C,
1450,CH+,CH3OH,,H2CO,CH3+,,,1.45E-09,0.00,0.0,M,10,41000,A,7803
1451,CH+,CH3OH,,H3CO+,CH2,,,2.90E-10,0.00,0.0,M,10,41000,A,7803
1452,CH+,CH3OH,,CH3OH2+,C,,,1.16E-09,0.00,0.0,M,10,41000,A,7803
1453,CH+,S,,HS+,C,,,4.70E-10,0.00,0.0,L,10,41000,C,
1454,CH+,S,,CS+,H,,,4.70E-10,0.00,0.0,L,10,41000,C,
1455,CH,S+,,CS+,H,,,6.20E-10,0.00,0.0,L,10,41000,C,
1456,CH,O2H+,,O2,CH2+,,,6.20E-10,0.00,0.0,L,10,41000,C,
1457,CH,HS+,,S,CH2+,,,5.80E-10,0.00,0.0,L,10,41000,C,
1458,CH+,H2S,,H3S+,C,,,6.30E-10,0.00,0.0,M,10,41000,A,7803
1459,CH+,H2S,,HCS+,H2,,,1.47E-09,0.00,0.0,M,10,41000,A,7803
1460,CH+,CO2,,HCO+,CO,,,1.60E-09,0.00,0.0,M,10,41000,A,7705
1461,CH,SiO+,,HCO+,Si,,,5.90E-10,0.00,0.0,L,10,41000,C,HM89
1462,CH+,OCS,,HCS+,CO,,,1.05E-09,0.00,0.0,M,10,41000,A,7803
1463,CH+,OCS,,HOCS+,C,,,8.55E-10,0.00,0.0,M,10,41000,A,7803
1464,N,CH2+,,HCN+,H,,,2.20E-10,0.00,0.0,M,10,41000,A,8008
1465,N+,NH,,N2+,H,,,3.70E-10,0.00,0.0,L,10,41000,C,
1466,N,NH+,,N2+,H,,,1.30E-09,0.00,0.0,L,10,41000,C,
1467,N,CH3+,,H2NC+,H,,,6.70E-11,0.00,0.0,M,10,41000,A,7604
1468,N,NH2+,,HN2+,H,,,9.10E-11,0.00,0.0,L,10,41000,C,
1469,N+,CH4,,CH3+,N,H,,4.70E-10,0.00,0.0,M,10,41000,A,8010
1470,N+,CH4,,HCN+,H2,H,,5.60E-11,0.00,0.0,M,10,41000,A,8010
1471,N+,CH4,,HCNH+,H,H,,3.80E-10,0.00,0.0,M,10,41000,A,8010
1472,N,OH+,,NO+,H,,,8.90E-10,0.00,0.0,L,10,41000,C,
1473,N+,NH3,,NH2+,NH,,,2.16E-10,0.00,0.0,M,10,41000,A,8010
1474,N+,NH3,,HN2+,H2,,,2.16E-10,0.00,0.0,M,10,41000,A,8010
1475,N,H2O+,,NO+,H2,,,2.80E-11,0.00,0.0,M,10,41000,A,9803
1476,N,H2O+,,HNO+,H,,,1.12E-10,0.00,0.0,M,10,41000,A,9803
1477,N,C2+,,CN,C+,,,4.00E-11,0.00,0.0,M,10,41000,A,8008
1478,N,C2H+,,CN,CH+,,,9.00E-11,0.00,0.0,M,10,41000,A,8008
1479,N,C2H+,,C2N+,H,,,1.00E-10,0.00,0.0,M,10,41000,C,8613
1480,N,CN+,,N2+,C,,,6.10E-10,0.00,0.0,M,10,41000,A,9803
1481,N,C2H2+,,HCN,CH+,,,2.50E-11,0.00,0.0,M,10,41000,A,8008
1482,N,C2H2+,,C2N+,H2,,,7.50E-11,0.00,0.0,M,10,41000,A,8008
1483,N,C2H2+,,C2NH+,H,,,1.50E-10,0.00,0.0,M,10,41000,A,8008
1484,N,C2H3+,,C2NH+,H2,,,2.20E-10,0.00,0.0,M,10,41000,C,8613
1485,N+,CO,,NO+,C,,,1.45E-10,0.00,0.0,M,10,41000,A,8009
1486,N,C2H4+,,CH3CN+,H,,,3.00E-10,0.00,0.0,M,10,41000,B,9902
1487,N+,HCO,,CO,NH+,,,4.50E-10,0.00,0.0,L,10,41000,C,
1488,N,SiH+,,SiN+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
1489,N+,NO,,N2+,O,,,7.90E-11,0.00,0.0,M,10,41000,A,8010
1490,N+,H2CO,,HCO+,NH,,,7.25E-10,0.00,0.0,M,10,41000,A,8010
1491,N+,H2CO,,NO+,CH2,,,2.90E-10,0.00,0.0,M,10,41000,A,8010
1492,N,SiH2+,,HNSi+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HM89
1493,N,SiH3+,,HNSi+,H2,,,1.00E-10,0.00,0.0,L,10,41000,C,HM89
1494,N,SiH3+,,SiNH2+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HM89
1495,N+,O2,,NO,O+,,,3.66E-11,0.00,0.0,M,10,41000,A,8010
1496,N+,O2,,NO+,O,,,2.63E-10,0.00,0.0,M,10,41000,A,8010
1497,N,O2+,,NO+,O,,,1.80E-10,0.00,0.0,M,10,41000,A,6603
1498,N+,CH3OH,,NO+,CH3,H,,3.10E-10,0.00,0.0,M,10,41000,A,8010
1499,N+,CH3OH,,NO,CH3+,H,,1.24E-10,0.00,0.0,M,10,41000,A,8010
1500,N+,CH3OH,,H2CO+,NH,H,,9.30E-10,0.00,0.0,M,10,41000,A,8010
1501,N+,CH3OH,,H3CO+,NH,,,4.96E-10,0.00,0.0,M,10,41000,A,8010
1502,N,O2H+,,NO2+,H,,,1.00E-12,0.00,0.0,L,10,41000,C,
1503,N,HS+,,NS+,H,,,7.40E-10,0.00,0.0,L,10,41000,C,
1504,N+,H2S,,HS+,NH,,,5.51E-10,0.00,0.0,M,10,41000,A,8010
1505,N+,H2S,,HS,NH+,,,5.70E-11,0.00,0.0,M,10,41000,A,8010
1506,N,H2S+,,NS+,H2,,,7.90E-10,0.00,0.0,L,10,41000,C,
1507,N+,H2S,,S+,NH,H,,2.28E-10,0.00,0.0,M,10,41000,A,8010
1508,N,C3H+,,C3N+,H,,,2.70E-10,0.00,0.0,M,10,41000,B,9902
1509,N,C3H2+,,C2H2+,CN,,,3.74E-11,0.00,0.0,M,10,41000,B,9902
1510,N,C3H2+,,HCNH+,C2,,,6.60E-12,0.00,0.0,M,10,41000,B,9902
1511,N,H2C3H+,,HC3NH+,H,,,1.30E-10,0.00,0.0,M,10,41000,C,8613
1512,N,CH3CCH+,,HC3NH+,H2,,,1.00E-10,0.00,0.0,L,10,41000,C,
1513,N,SiC+,,Si+,CN,,,7.70E-10,0.00,0.0,L,10,41000,C,HM89
1514,N,C3H5+,,C2H4+,HCN,,,1.10E-10,0.00,0.0,M,10,41000,C,8613
1515,N,C3H5+,,C2H3CN+,H2,,,1.50E-11,0.00,0.0,M,10,41000,A,8613
1516,N,SiCH2+,,Si+,HCN,H,,7.60E-10,0.00,0.0,L,10,41000,C,HM89
1517,N+,CO2,,NO,CO+,,,2.50E-10,0.00,0.0,M,10,41000,A,8010
1518,N,SiO+,,NO+,Si,,,9.00E-11,0.00,0.0,M,10,41000,B,6903
1519,N,SiO+,,NO,Si+,,,2.10E-10,0.00,0.0,M,10,41000,B,6903
1520,N,SO+,,NS+,O,,,5.00E-11,0.00,0.0,M,10,41000,A,7302
1521,N,C4H2+,,HC4N+,H,,,9.50E-12,0.00,0.0,M,10,41000,B,9902
1522,N,C4H2+,,C3H+,HCN,,,1.71E-10,0.00,0.0,M,10,41000,B,9902
1523,N,C4H2+,,HCNH+,C3,,,9.50E-12,0.00,0.0,M,10,41000,B,9902
1524,N,HC3N+,,C2N+,HCN,,,1.44E-10,0.00,0.0,M,10,41000,A,9803
1525,N,HC3N+,,C3H+,N2,,,9.60E-11,0.00,0.0,M,10,41000,A,9803
1526,N+,NCCN,,C2N+,N2,,,3.00E-10,0.00,0.0,M,10,41000,B,9501
1527,N+,NCCN,,C2N2+,N,,,1.40E-09,0.00,0.0,M,10,41000,B,9501
1528,N,C4H5+,,CH3C3NH+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1529,N+,OCS,,S+,CO,N,,3.08E-10,0.00,0.0,M,10,41000,A,8010
1530,N+,OCS,,CS+,NO,,,7.00E-11,0.00,0.0,M,10,41000,A,8010
1531,N,C5H+,,C5N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1532,N,C5H2+,,HC5N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1533,N,C5H3+,,H2C5N+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,
1534,N,CH3C4H+,,H3C5N+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1535,N,C5H5+,,H3C5N+,H2,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1536,N,C6H2+,,C5H+,HCN,,,1.90E-10,0.00,0.0,M,10,41000,B,9902
1537,N,C6H5+,,CH3C4H+,HCN,,,3.70E-11,0.00,0.0,M,10,41000,B,9902
1538,N,C7H+,,C7N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1539,N,C7H2+,,HC7N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1540,N,C7H3+,,H2C7N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1541,N,C7H4+,,H3C7N+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1542,N,C7H5+,,H3C7N+,H2,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1543,N,C9H+,,C9N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1544,N,C9H2+,,HC9N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1545,N,C9H3+,,H2C9N+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
1546,N,C9H4+,,H3C9N+,H,,,1.00E-10,0.00,0.0,L,10,41000,C,HL89
1547,CH2,NH+,,CH3+,N,,,1.40E-09,0.00,0.0,L,10,41000,C,
1548,CH2,CH3+,,C2H3+,H2,,,9.90E-10,0.00,0.0,L,10,41000,C,
1549,CH2+,O,,HCO+,H,,,7.50E-10,0.00,0.0,L,10,41000,C,
1550,CH2,NH2+,,CH3+,NH,,,4.90E-10,0.00,0.0,L,10,41000,C,
1551,CH2+,CH4,,C2H4+,H2,,,8.40E-10,0.00,0.0,M,10,41000,A,7705
1552,CH2+,CH4,,C2H5+,H,,,3.60E-10,0.00,0.0,M,10,41000,A,7705
1553,CH2,OH+,,O,CH3+,,,4.80E-10,0.00,0.0,L,10,41000,C,
1554,CH2+,NH3,,NH4+,CH,,,1.26E-09,0.00,0.0,M,10,41000,A,7707
1555,CH2+,NH3,,CH4N+,H,,,1.54E-09,0.00,0.0,M,10,41000,A,7707
1556,CH2,NH3+,,NH2,CH3+,,,9.60E-10,0.00,0.0,L,10,41000,C,
1557,CH2,CH5+,,CH4,CH3+,,,9.60E-10,0.00,0.0,L,10,41000,C,
1558,CH2+,H2O,,H3CO+,H,,,1.20E-09,0.00,0.0,M,10,41000,A,8001
1559,CH2,H2O+,,OH,CH3+,,,4.70E-10,0.00,0.0,L,10,41000,C,
1560,CH2,H3O+,,H2O,CH3+,,,9.40E-10,0.00,0.0,L,10,41000,C,
1561,CH2,C2+,,C3H+,H,,,4.50E-10,0.00,0.0,L,10,41000,C,
1562,CH2,C2H+,,C2,CH3+,,,4.40E-10,0.00,0.0,L,10,41000,C,
1563,CH2+,C2H,,C3H2+,H,,,9.50E-10,0.00,0.0,L,10,41000,C,
1564,CH2,C2H+,,C3H2+,H,,,4.40E-10,0.00,0.0,L,10,41000,C,
1565,CH2,C2H2+,,H2C3H+,H,,,8.80E-10,0.00,0.0,L,10,41000,C,
1566,CH2+,HCN,,CH2CN+,H,,,1.80E-09,0.00,0.0,M,10,41000,A,8501
1567,CH2,HCN+,,CN,CH3+,,,8.70E-10,0.00,0.0,L,10,41000,C,
1568,CH2,CO+,,HCO+,CH,,,4.30E-10,0.00,0.0,L,10,41000,C,
1569,CH2,HCNH+,,HCN,CH3+,,,4.35E-10,0.00,0.0,L,10,41000,C,
1570,CH2,HCNH+,,HNC,CH3+,,,4.35E-10,0.00,0.0,L,10,41000,C,
1571,CH2,Si+,,HCSi+,H,,,8.70E-10,0.00,0.0,L,10,41000,C,HM89
1572,CH2+,HCO,,CO,CH3+,,,4.50E-10,0.00,0.0,L,10,41000,C,
1573,CH2,HCO+,,CO,CH3+,,,8.60E-10,0.00,0.0,L,10,41000,C,
1574,CH2,HN2+,,N2,CH3+,,,8.60E-10,0.00,0.0,L,10,41000,C,
1575,CH2+,H2CO,,CH3CO+,H,,,3.30E-10,0.00,0.0,M,10,41000,A,7803
1576,CH2+,H2CO,,HCO+,CH3,,,2.81E-09,0.00,0.0,M,10,41000,A,7803
1577,CH2,H2CO+,,HCO,CH3+,,,4.30E-10,0.00,0.0,L,10,41000,C,
1578,CH2+,H2CO,,CH2CO+,H2,,,1.65E-10,0.00,0.0,M,10,41000,A,7803
1579,CH2,HNO+,,NO,CH3+,,,8.60E-10,0.00,0.0,L,10,41000,C,
1580,CH2,O2+,,H2CO+,O,,,4.30E-10,0.00,0.0,L,10,41000,C,
1581,CH2+,O2,,HCO+,OH,,,9.10E-10,0.00,0.0,M,10,41000,A,7705
1582,CH2+,S,,HCS+,H,,,1.40E-09,0.00,0.0,L,10,41000,C,
1583,CH2,S+,,HCS+,H,,,1.00E-11,0.00,0.0,L,10,41000,C,
1584,CH2,O2H+,,O2,CH3+,,,8.50E-10,0.00,0.0,L,10,41000,C,
1585,CH2+,H2S,,H3S+,CH,,,2.30E-10,0.00,0.0,M,10,41000,A,7803
1586,CH2+,H2S,,HCS+,H2,H,,2.30E-10,0.00,0.0,M,10,41000,A,7803
1587,CH2+,H2S,,H3CS+,H,,,1.84E-09,0.00,0.0,M,10,41000,A,7803
1588,CH2+,CO2,,H2CO+,CO,,,1.60E-09,0.00,0.0,M,10,41000,A,7803
1589,CH2,SiO+,,H2CO,Si+,,,8.20E-10,0.00,0.0,L,10,41000,C,HM89
1590,CH2+,OCS,,HCS+,HCO,,,1.08E-09,0.00,0.0,M,10,41000,A,7803
1591,CH2+,OCS,,H2CS+,CO,,,7.20E-10,0.00,0.0,M,10,41000,A,7803
1592,NH+,NH,,NH2+,N,,,1.00E-09,0.00,0.0,L,10,41000,C,
1593,NH,CH3+,,HCNH+,H2,,,7.40E-10,0.00,0.0,L,10,41000,C,
1594,NH+,O,,OH+,N,,,1.00E-09,0.00,0.0,L,10,41000,C,
1595,NH,O+,,NO+,H,,,3.60E-10,0.00,0.0,L,10,41000,C,
1596,NH+,NH2,,NH3+,N,,,1.50E-09,0.00,0.0,L,10,41000,C,
1597,NH,NH2+,,NH3+,N,,,7.30E-10,0.00,0.0,L,10,41000,C,
1598,NH+,OH,,H2O+,N,,,1.00E-09,0.00,0.0,L,10,41000,C,
1599,NH,OH+,,NH2+,O,,,3.60E-10,0.00,0.0,L,10,41000,C,
1600,NH+,NH3,,NH4+,N,,,6.00E-10,0.00,0.0,M,10,41000,A,8010
1601,NH,NH3+,,NH4+,N,,,7.10E-10,0.00,0.0,L,10,41000,C,
1602,NH,CH5+,,CH4,NH2+,,,7.10E-10,0.00,0.0,L,10,41000,C,
1603,NH+,H2O,,NH3+,O,,,1.75E-10,0.00,0.0,M,10,41000,A,8010
1604,NH+,H2O,,H3O+,N,,,1.05E-09,0.00,0.0,M,10,41000,A,8010
1605,NH+,H2O,,HNO+,H2,,,3.50E-10,0.00,0.0,M,10,41000,A,8010
1606,NH,H2O+,,H3O+,N,,,7.10E-10,0.00,0.0,L,10,41000,C,
1607,NH+,H2O,,OH,NH2+,,,8.75E-10,0.00,0.0,M,10,41000,A,8010
1608,NH+,C2,,C2H+,N,,,4.90E-10,0.00,0.0,L,10,41000,C,
1609,NH+,C2,,HCN+,C,,,4.90E-10,0.00,0.0,L,10,41000,C,
1610,NH,C2+,,C2H+,N,,,3.30E-10,0.00,0.0,L,10,41000,C,
1611,NH+,C2,,C2N+,H,,,4.90E-10,0.00,0.0,L,10,41000,C,
1612,NH,C2+,,C2N+,H,,,3.30E-10,0.00,0.0,L,10,41000,C,
1613,NH+,C2H,,C2H2+,N,,,1.40E-09,0.00,0.0,L,10,41000,C,
1614,NH+,CN,,HCN+,N,,,1.60E-09,0.00,0.0,L,10,41000,C,
1615,NH,C2H2+,,CH2CN+,H,,,6.50E-10,0.00,0.0,L,10,41000,C,
1616,NH+,HCN,,HCNH+,N,,,1.80E-09,0.00,0.0,L,10,41000,C,
1617,NH+,HNC,,HCNH+,N,,,1.80E-09,0.00,0.0,L,10,41000,C,
1618,NH,HCN+,,CN,NH2+,,,6.50E-10,0.00,0.0,L,10,41000,C,
1619,NH+,CO,,HCO+,N,,,4.41E-10,0.00,0.0,M,10,41000,A,8010
1620,NH,CO+,,HCO+,N,,,3.20E-10,0.00,0.0,L,10,41000,C,
1621,NH+,CO,,OCN+,H,,,5.39E-10,0.00,0.0,M,10,41000,A,8010
1622,NH+,N2,,HN2+,N,,,6.50E-10,0.00,0.0,M,10,41000,A,8010
1623,NH,Si+,,SiN+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
1624,NH+,HCO,,H2CO+,N,,,1.30E-09,0.00,0.0,L,10,41000,C,
1625,NH,HCO+,,CO,NH2+,,,6.40E-10,0.00,0.0,L,10,41000,C,
1626,NH,HN2+,,N2,NH2+,,,6.40E-10,0.00,0.0,L,10,41000,C,
1627,NH+,NO,,HN2+,O,,,1.78E-10,0.00,0.0,M,10,41000,A,8010
1628,NH+,H2CO,,H3CO+,N,,,4.95E-10,0.00,0.0,M,10,41000,A,8010
1629,NH,H2CO+,,H3CO+,N,,,6.40E-10,0.00,0.0,L,10,41000,C,
1630,NH+,H2CO,,HCO+,NH2,,,1.82E-09,0.00,0.0,M,10,41000,A,8010
1631,NH,HNO+,,NO,NH2+,,,6.30E-10,0.00,0.0,L,10,41000,C,
1632,NH,O2+,,HNO+,O,,,3.20E-10,0.00,0.0,L,10,41000,C,
1633,NH+,O2,,NO+,OH,,,2.05E-10,0.00,0.0,M,10,41000,A,8010
1634,NH+,O2,,O2H+,N,,,1.64E-10,0.00,0.0,M,10,41000,A,8010
1635,NH,O2+,,NO2+,H,,,3.20E-10,0.00,0.0,L,10,41000,C,
1636,NH+,S,,HS+,N,,,6.90E-10,0.00,0.0,L,10,41000,C,
1637,NH+,S,,NS+,H,,,6.90E-10,0.00,0.0,L,10,41000,C,
1638,NH,S+,,NS+,H,,,6.30E-10,0.00,0.0,L,10,41000,C,
1639,NH,O2H+,,O2,NH2+,,,6.30E-10,0.00,0.0,L,10,41000,C,
1640,NH+,CO2,,NO+,HCO,,,3.30E-10,0.00,0.0,M,10,41000,A,8010
1641,NH+,CO2,,HNO+,CO,,,3.85E-10,0.00,0.0,M,10,41000,A,8010
1642,NH+,CO2,,HCO2+,N,,,3.85E-10,0.00,0.0,M,10,41000,A,8010
1643,CH3+,O,,H2CO+,H,,,4.00E-11,0.00,0.0,M,10,41000,A,7604
1644,CH3+,O,,HCO+,H2,,,4.00E-10,0.00,0.0,M,10,41000,A,7604
1645,CH3+,NH2,,CH4N+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,
1646,CH3+,CH4,,C2H5+,H2,,,1.20E-09,0.00,0.0,M,10,41000,A,7803
1647,CH3+,OH,,H2CO+,H2,,,7.20E-10,0.00,0.0,L,10,41000,C,
1648,CH3+,NH3,,NH4+,CH2,,,3.04E-10,0.00,0.0,M,10,41000,A,8001
