SEQ='NE'     NUCCHG=12                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  43072608.1  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          8.088E+02   4.256E+07   2.192E+07   3.574E+07   5.607E+03   3.473E+03
                                                                          2.343E+09   1.066E+08   1.744E+09   1.776E+03   4.616E+08   9.220E+09
                                                                          5.656E+08   2.315E+10   3.155E+10   4.440E+09   1.223E+10   2.981E+13
                                                                          1.319E+13   2.581E+06   3.227E+06   8.221E+10   5.156E+10   4.945E+10
                                                                          6.456E+10   4.302E+10   2.549E+09   8.472E+05   1.514E+10   1.067E+10
                                                                          2.456E+07   1.511E+09   3.110E+08   6.557E+11   3.479E+11   1.364E+10
                                                                          1.047E-01   3.660E+10   5.043E+10   2.207E+10   9.851E+11   1.633E+11
                                                                          2.297E+10   1.394E+13   1.006E+13   9.098E+12   4.692E+12   1.071E+13
                                                                          1.486E+07   1.202E+08   4.562E+03   0.000E+00   9.679E+05   1.727E+06
                                                                          2.263E+09   1.540E+11   6.811E+10   1.382E+08   4.463E+07   5.074E+07
                                                                          5.248E+08   1.181E+07   6.166E+08   8.729E+08   2.924E+07   1.607E+09
                                                                          2.308E+09   2.403E+13   4.084E+13   1.273E+13   2.740E+13   7.044E+12
                                                                          2.911E+11   1.242E+11   6.569E+10   9.955E+10   1.165E+10   1.834E+10
                                                                          2.391E+11   1.052E+13   2.486E+13   3.904E+10   6.702E+10   0.000E+00
     6    33  3  -1    9.249882E+01   5.198E+10
     8    33  3  -1    9.244668E+01   4.367E+11
     9    33  3  -1    9.243700E+01   7.814E+11
    10    33  3  -1    9.242006E+01   2.357E+12
    11    33  3  -1    9.241083E+01   3.104E+12
    12    33  3  -1    9.240215E+01   2.666E+10
    13    33  3  -1    9.240175E+01   3.085E+12
    14    33  3  -1    9.239888E+01   2.022E+12
    15    33  3  -1    9.198219E+01   5.473E+12
    16    34  3  -1    9.246704E+01   5.858E+12   1.773E+13   6.231E+14   3.494E+10   3.052E+09   1.067E+11   1.341E+07   3.663E+07   3.387E+07
                                                                          2.977E+09   2.786E+09   2.396E+10   6.919E+10   1.787E+08   1.651E+09
                                                                          2.356E+09   2.879E+03   1.588E+09   5.057E+09   4.086E+09   6.372E+06
                                                                          1.011E+09   1.769E+07   7.842E+06   9.665E+07   1.565E+08   1.211E+11
                                                                          4.810E+10   9.804E+04   7.502E+09   5.002E+08   7.707E+07   4.340E+07
                                                                          1.791E+10   8.699E+10   9.878E+10   2.528E+10   0.000E+00   1.786E+11
                                                                          5.804E+10   3.245E+10   4.166E+10   2.205E+10   2.835E+10   3.348E+10
                                                                          4.022E+09   1.135E+12   4.199E+11   4.693E+11   1.979E+11   1.736E+09
                                                                          8.101E+09   1.369E+14   0.000E+00   2.234E+13   3.472E+13   2.292E+12
