SEQ='NA'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 319722144.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 325118993.9 NLVL=   197
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     4    30  3  -1    6.875049E+01   2.790E+09   2.556E+10   5.668E+11   5.668E+11
     5    30  3  -1    6.867116E+01   1.069E+09
     4    31  3  -1    6.876991E+01   3.594E+10   5.008E+10   1.778E+11   1.778E+11
     5    31  3  -1    6.869059E+01   1.358E+10
     2    32  3  -1    7.326989E+01   9.684E+11   1.266E+12   3.652E+14   3.652E+14
     3    32  3  -1    7.292267E+01   1.313E+11
     1    33  3  -1    7.627454E+01   9.703E+10   1.839E+11   1.207E+13   1.207E+13
     4    33  3  -1    6.886926E+01   3.527E+10
     5    34  3  -1    6.884025E+01   3.102E+10   4.374E+10   1.524E+11   1.524E+11
     4    35  3  -1    6.893323E+01   3.571E+10   4.420E+10   1.434E+11   1.434E+11
     5    35  3  -1    6.885391E+01   7.305E+09
     1    36  3  -1    7.688537E+01   1.982E+10   7.620E+10   3.230E+12   3.230E+12
     4    36  3  -1    6.948009E+01   1.687E+10
     1    37  3  -1    7.694171E+01   1.772E+11   3.567E+11   5.267E+13   5.267E+13
     4    37  3  -1    6.953643E+01   7.878E+10
     1    38  3  -1    7.695974E+01   1.948E+10   1.618E+11   1.140E+13   1.140E+13
     4    38  3  -1    6.955446E+01   8.556E+10
     5    38  3  -1    6.947514E+01   2.989E+10
     1    39  3  -1    7.700670E+01   6.569E+11   3.512E+11   4.797E+12   4.797E+12
     5    39  3  -1    6.952210E+01   8.478E+08
     5    41  3  -1    6.967977E+01   7.550E+10   9.900E+10   1.069E+10   1.069E+10
     5    42  3  -1    6.971953E+01   2.228E+11   1.915E+11   5.609E+11   5.609E+11
     4    43  3  -1    6.988973E+01   7.880E+11   6.092E+11   9.199E+11   9.199E+11
     5    43  3  -1    6.981041E+01   5.886E+10
     1    44  3  -1    7.731304E+01   3.976E+11   3.200E+11   5.010E+13   5.010E+13
     4    44  3  -1    6.990776E+01   1.489E+10
     5    44  3  -1    6.982844E+01   5.430E+10
     1    45  3  -1    7.741709E+01   3.099E+11   8.297E+11   1.629E+11   1.629E+11
     4    45  3  -1    7.001181E+01   6.371E+11
     5    45  3  -1    6.993249E+01   7.803E+09
     5    46  3  -1    7.001393E+01   5.720E+11   4.529E+11   1.048E+12   1.048E+12
     4    47  3  -1    7.011003E+01   4.596E+11   9.006E+11   7.648E+11   7.648E+11
     5    47  3  -1    7.003071E+01   5.697E+11
     1    48  3  -1    7.757768E+01   2.306E+12   3.082E+12   1.052E+11   1.052E+11
     4    48  3  -1    7.017240E+01   3.728E+11
     1    49  3  -1    7.761268E+01   2.195E+09   2.636E+10   1.428E+11   1.428E+11
     4    49  3  -1    7.020740E+01   1.313E+09
     1    50  3  -1    7.761336E+01   1.731E+11   2.447E+11   5.277E+10   5.277E+10
     4    50  3  -1    7.020808E+01   3.257E+10
     5    50  3  -1    7.012876E+01   7.362E+10
     4    51  3  -1    7.021731E+01   1.203E+11   1.653E+11   9.083E+11   9.083E+11
     5    51  3  -1    7.013798E+01   7.821E+10
     1    52  3  -1    7.778281E+01   1.051E+13   6.226E+12   2.112E+11   2.112E+11
     5    52  3  -1    7.029820E+01   6.303E+11
     1    53  3  -1    7.796862E+01   8.118E+11   4.770E+11   1.231E+12   1.231E+12
     4    53  3  -1    7.056334E+01   4.898E+10
     5    53  3  -1    7.048402E+01   1.710E+09
     1    54  3  -1    7.803087E+01   8.984E+12   9.048E+12   6.136E+13   6.136E+13
     4    54  3  -1    7.062559E+01   1.867E+10
     4    55  3  -1    7.062775E+01   2.046E+10   7.514E+10   1.599E+11   1.599E+11
     5    55  3  -1    7.054842E+01   4.215E+10
     5    56  3  -1    7.069843E+01   4.115E+11   3.531E+11   4.663E+12   4.663E+12
     1    57  3  -1    7.835209E+01   1.714E+13   9.078E+12   2.524E+13   2.524E+13
     4    57  3  -1    7.094681E+01   4.696E+11
     5    57  3  -1    7.086749E+01   1.062E+09
     4    58  3  -1    7.097209E+01   2.411E+11   5.641E+11   1.576E+12   1.576E+12
     5    58  3  -1    7.089277E+01   3.555E+11
